file,original pragma version,compiled version,notes
FraxPool_86.sol,0.6.11,0.6.11,
FraxPool_92.sol,0.6.11,0.6.11,
MultiSigWallet_1.sol,^0.4.11,0.4.11,
FraxPool_45.sol,0.6.11,0.6.11,
Units_29.sol,^0.8.0,0.8.0,
Holdefi_1.sol,^0.5.16,0.5.16,
FraxPool_51.sol,0.6.11,0.6.11,
FraxPool_79.sol,0.6.11,0.6.11,
Units_15.sol,^0.8.0,0.8.0,
FraxPool_149.sol,0.6.11,0.6.11,
RToken_28.sol,^0.5.16,0.5.16,
SchainsInternal_3.sol,^0.6.0,0.6.0,
RToken_14.sol,^0.5.16,0.5.16,
AdminImpl_3.sol,0.5.4,0.5.4,
FixedFeeSwap_1.sol,^0.8.0,0.8.0,
SMAOracle_2.sol,0.8.7,0.8.7,
AccessToken_1.sol,^0.4.23,0.4.23,
Roles_13.sol,^0.5.0,0.5.0,
ConsiderationPure_1.sol,0.8.13,0.8.13,
Roles_17.sol,^0.5.0,0.5.0,
MasterShiba_1.sol,0.6.12,0.6.12,
GovernorAlpha_1.sol,^0.5.16,0.5.16,
PoolCommitter_3.sol,^0.8.1,0.8.1,
ReserveLogic_12.sol,0.8.7,0.8.7,
FraxPool_159.sol,0.6.11,0.6.11,
FixedRateSwap_3.sol,^0.8.0,0.8.0,
Controller_3.sol,0.6.10,0.6.10,
RToken_10.sol,^0.5.16,0.5.16,
ERC20_3.sol,^0.6.2,0.6.2,
FraxPool_55.sol,0.6.11,0.6.11,
EMAOracle_1.sol,0.5.17,0.5.17,
Units_39.sol,^0.8.0,0.8.0,
FraxPool_41.sol,0.6.11,0.6.11,
FraxPool_69.sol,0.6.11,0.6.11,
Hypervisor_4.sol,>=0.6.0 <0.8.0,0.6.0,
Units_11.sol,^0.8.0,0.8.0,
FraxPool_96.sol,0.6.11,0.6.11,
FraxPool_82.sol,0.6.11,0.6.11,
Roles_4.sol,^0.5.0,0.5.0,
RandomBase_3.sol,0.5.9,0.5.9,
OwnerManager_17.sol,^0.5.0,0.5.0,
AddressArrayUtils_4.sol,0.5.4,0.5.4,
AddressResolver_30.sol,^0.5.16,0.5.16,
AddressResolver_5.sol,^0.5.16,0.5.16,
SpaceDogeCoin_2.sol,^0.6.12,0.6.12,
FujiVault_1.sol,^0.8.0,0.8.0,
AddressResolver_24.sol,^0.5.16,0.5.16,
TransferHelper_4.sol,>=0.5.0,0.5.0,
AddressResolver_18.sol,^0.5.16,0.5.16,
AddressResolver_19.sol,^0.5.16,0.5.16,
zAuctionAccountant_1.sol,^0.8.0,0.8.0,
TransferHelper_5.sol,>=0.5.0,0.5.0,
AddressResolver_25.sol,^0.5.16,0.5.16,
AddressResolver_31.sol,^0.5.16,0.5.16,
AddressArrayUtils_5.sol,0.5.4,0.5.4,
OwnerManager_16.sol,^0.5.0,0.5.0,
AddressResolver_4.sol,^0.5.16,0.5.16,
Treasury_1.sol,^0.8.0,0.8.0,
RandomBase_2.sol,0.5.9,0.5.9,
Roles_5.sol,^0.5.0,0.5.0,
FraxPool_83.sol,0.6.11,0.6.11,
FraxPool_97.sol,0.6.11,0.6.11,
Hypervisor_5.sol,>=0.6.0 <0.8.0,0.6.0,
Units_10.sol,^0.8.0,0.8.0,
FraxPool_68.sol,0.6.11,0.6.11,
RocketMinipoolDelegate_1.sol,0.7.6,0.7.6,
FraxPool_40.sol,0.6.11,0.6.11,
Units_38.sol,^0.8.0,0.8.0,
FraxPool_54.sol,0.6.11,0.6.11,
ERC20_2.sol,^0.6.2,0.6.2,
RToken_11.sol,^0.5.16,0.5.16,
FixedRateSwap_2.sol,^0.8.0,0.8.0,
Controller_2.sol,0.6.10,0.6.10,
FraxPool_158.sol,0.6.11,0.6.11,
Vesting_1.sol,^0.8.0,0.8.0,
PoolCommitter_2.sol,^0.8.1,0.8.1,
ZeroxWrapper_1.sol,^0.7.0,0.7.0,
Registry_1.sol,^0.8.0,0.8.0,
Roles_16.sol,^0.5.0,0.5.0,
LPool_1.sol,>=0.6.2 <0.8.0,0.6.2,
RToken_8.sol,^0.5.16,0.5.16,
Roles_14.sol,^0.5.0,0.5.0,
OlympusERC20_1.sol,0.7.5,0.7.5,
AdminImpl_4.sol,0.5.4,0.5.4,
ReserveLogic_11.sol,0.8.7,0.8.7,
RToken_13.sol,^0.5.16,0.5.16,
FraxPool_42.sol,0.6.11,0.6.11,
FraxPool_56.sol,0.6.11,0.6.11,
Units_12.sol,^0.8.0,0.8.0,
FraxPool_81.sol,0.6.11,0.6.11,
TradeCallee_1.sol,0.6.10,0.6.10,
FraxPool_95.sol,0.6.11,0.6.11,
Roles_7.sol,^0.5.0,0.5.0,
LibMath_9.sol,^0.5.2,0.5.2,
AddressResolver_27.sol,^0.5.16,0.5.16,
FujiVault_2.sol,^0.8.0,0.8.0,
SpaceDogeCoin_1.sol,^0.6.12,0.6.12,
AddressResolver_6.sol,^0.5.16,0.5.16,
OwnerManager_14.sol,^0.5.0,0.5.0,
AddressArrayUtils_7.sol,0.5.4,0.5.4,
AddressResolver_33.sol,^0.5.16,0.5.16,
AddressResolver_7.sol,^0.5.16,0.5.16,
AddressResolver_32.sol,^0.5.16,0.5.16,
AddressArrayUtils_6.sol,0.5.4,0.5.4,
OwnerManager_15.sol,^0.5.0,0.5.0,
AddressResolver_26.sol,^0.5.16,0.5.16,
FujiVault_3.sol,^0.8.0,0.8.0,
LibMath_8.sol,^0.5.2,0.5.2,
RandomBase_1.sol,0.5.9,0.5.9,
Treasury_2.sol,^0.8.0,0.8.0,
Roles_6.sol,^0.5.0,0.5.0,
FraxPool_94.sol,0.6.11,0.6.11,
FraxPool_80.sol,0.6.11,0.6.11,
Units_13.sol,^0.8.0,0.8.0,
Hypervisor_6.sol,>=0.6.0 <0.8.0,0.6.0,
FraxPool_57.sol,0.6.11,0.6.11,
FraxPool_43.sol,0.6.11,0.6.11,
RToken_12.sol,^0.5.16,0.5.16,
ERC20_1.sol,^0.6.2,0.6.2,
Controller_1.sol,0.6.10,0.6.10,
FixedRateSwap_1.sol,^0.8.0,0.8.0,
PoolCommitter_1.sol,^0.8.1,0.8.1,
UserAccounting_1.sol,^0.8.0,0.8.0,
ReserveLogic_10.sol,0.8.7,0.8.7,
recoverable-wallet_1.sol,0.5.8,0.5.8,
Roles_15.sol,^0.5.0,0.5.0,
RToken_9.sol,^0.5.16,0.5.16,
VToken_22.sol,^0.5.16,0.5.16,
Units_5.sol,^0.8.0,0.8.0,
UserConfiguration_3.sol,0.8.7,0.8.7,
Units_105.sol,^0.8.0,0.8.0,
VToken_7.sol,^0.5.16,0.5.16,
WusdAaveStrategy_1.sol,0.8.9,0.8.9,
FraxPool_114.sol,0.6.11,0.6.11,
FraxPool_100.sol,0.6.11,0.6.11,
FraxPool_128.sol,0.6.11,0.6.11,
Units_74.sol,^0.8.0,0.8.0,
FraxPool_18.sol,0.6.11,0.6.11,
UniswapV3Pool_4.sol,>=0.5.0,0.5.0,
Units_60.sol,^0.8.0,0.8.0,
Units_48.sol,^0.8.0,0.8.0,
FraxPool_24.sol,0.6.11,0.6.11,
ERC20Proxy_1.sol,0.4.24,0.4.24,
FraxPool_30.sol,0.6.11,0.6.11,
UserConfiguration_10.sol,0.8.7,0.8.7,
MarginCalculator_1.sol,^0.6.0,0.6.0,
BorrowerOperations_1.sol,0.6.11,0.6.11,
ReserveLogic_4.sol,0.8.7,0.8.7,
Random_2.sol,=0.8.4,0.8.4,
AddressResolver_41.sol,^0.5.16,0.5.16,
OwnerManager_9.sol,^0.5.0,0.5.0,
OwnerManager_8.sol,^0.5.0,0.5.0,
AddressResolver_40.sol,^0.5.16,0.5.16,
XSwap_1.sol,^0.5.4,0.5.4,
Random_3.sol,=0.8.4,0.8.4,
ReserveLogic_5.sol,0.8.7,0.8.7,
ExchangeExecution_1.sol,0.5.4,0.5.4,
RocketNodeStaking_1.sol,0.7.6,0.7.6,
UserConfiguration_11.sol,0.8.7,0.8.7,
FraxPool_31.sol,0.6.11,0.6.11,
FraxPool_25.sol,0.6.11,0.6.11,
Units_49.sol,^0.8.0,0.8.0,
UniswapV3Pool_5.sol,>=0.5.0,0.5.0,
Units_61.sol,^0.8.0,0.8.0,
FraxPool_19.sol,0.6.11,0.6.11,
Units_75.sol,^0.8.0,0.8.0,
FraxPool_129.sol,0.6.11,0.6.11,
FraxPool_101.sol,0.6.11,0.6.11,
FraxPool_115.sol,0.6.11,0.6.11,
VToken_6.sol,^0.5.16,0.5.16,
Units_104.sol,^0.8.0,0.8.0,
UserConfiguration_2.sol,0.8.7,0.8.7,
Units_4.sol,^0.8.0,0.8.0,
VToken_23.sol,^0.5.16,0.5.16,
LuckyToken_8.sol,0.8.7,0.8.7,
Units_6.sol,^0.8.0,0.8.0,
VToken_21.sol,^0.5.16,0.5.16,
FraxPool_9.sol,0.6.11,0.6.11,
Units_106.sol,^0.8.0,0.8.0,
VToken_4.sol,^0.5.16,0.5.16,
LiFiDiamond_1.sol,^0.8.7,0.8.7,
FraxPool_103.sol,0.6.11,0.6.11,
FraxPool_117.sol,0.6.11,0.6.11,
Units_63.sol,^0.8.0,0.8.0,
UniswapV3Pool_7.sol,>=0.5.0,0.5.0,
Units_77.sol,^0.8.0,0.8.0,
FraxPool_33.sol,0.6.11,0.6.11,
FraxPool_27.sol,0.6.11,0.6.11,
ACOToken_5.sol,^0.6.6,0.6.6,
BalanceSheet_1.sol,^0.7.0,0.7.0,
TimeHelpers_9.sol,^0.4.24,0.4.24,
BorrowerOperations_2.sol,0.6.11,0.6.11,
MarginCalculator_2.sol,^0.6.0,0.6.0,
UserConfiguration_13.sol,0.8.7,0.8.7,
Units_88.sol,^0.8.0,0.8.0,
MasterChef_1.sol,0.6.12,0.6.12,
Random_1.sol,=0.8.4,0.8.4,
ReserveLogic_7.sol,0.8.7,0.8.7,
Lockup_1.sol,^0.8.6,0.8.6,
AddressResolver_42.sol,^0.5.16,0.5.16,
Ownable_1.sol,^0.6.0,0.6.0,
AddressResolver_43.sol,^0.5.16,0.5.16,
ReserveLogic_6.sol,0.8.7,0.8.7,
Storage_1.sol,"""0.8.13""",0.8.13,
MarginCalculator_3.sol,^0.6.0,0.6.0,
Units_89.sol,^0.8.0,0.8.0,
UserConfiguration_12.sol,0.8.7,0.8.7,
RocketNodeStaking_2.sol,0.7.6,0.7.6,
BorrowerOperations_3.sol,0.6.11,0.6.11,
TimeHelpers_8.sol,^0.4.24,0.4.24,
ExchangeExecution_2.sol,0.5.4,0.5.4,
PancakeFactory_1.sol,0.5.16,0.5.16,
ACOToken_4.sol,^0.6.6,0.6.6,
FraxPool_26.sol,0.6.11,0.6.11,
FraxPool_32.sol,0.6.11,0.6.11,
SimpleMultiSig_1.sol,^0.4.24,0.4.24,
Units_76.sol,^0.8.0,0.8.0,
Units_62.sol,^0.8.0,0.8.0,
UniswapV3Pool_6.sol,>=0.5.0,0.5.0,
FraxPool_116.sol,0.6.11,0.6.11,
FraxPool_102.sol,0.6.11,0.6.11,
VToken_5.sol,^0.5.16,0.5.16,
DharmaAccountRecoveryManager_1.sol,0.5.11,0.5.11,
RocketDAONodeTrusted_1.sol,0.7.6,0.7.6,
Units_107.sol,^0.8.0,0.8.0,
FraxPool_8.sol,0.6.11,0.6.11,
UserConfiguration_1.sol,0.8.7,0.8.7,
VToken_20.sol,^0.5.16,0.5.16,
LuckyToken_9.sol,0.8.7,0.8.7,
Units_7.sol,^0.8.0,0.8.0,
UserConfiguration_5.sol,0.8.7,0.8.7,
VToken_18.sol,^0.5.16,0.5.16,
Units_3.sol,^0.8.0,0.8.0,
VToken_1.sol,^0.5.16,0.5.16,
Units_103.sol,^0.8.0,0.8.0,
GnosisSafe_1.sol,^0.5.0,0.5.0,
LendingPair_3.sol,0.6.12,0.6.12,
QANX_1.sol,^0.8.0,0.8.0,
FraxPool_106.sol,0.6.11,0.6.11,
FraxPool_112.sol,0.6.11,0.6.11,
FraxPool_36.sol,0.6.11,0.6.11,
PlasmaFramework_8.sol,0.5.11,0.5.11,
FraxPool_22.sol,0.6.11,0.6.11,
UniswapV3Pool_2.sol,>=0.5.0,0.5.0,
Units_66.sol,^0.8.0,0.8.0,
Units_72.sol,^0.8.0,0.8.0,
Units_99.sol,^0.8.0,0.8.0,
SigmoidCuratorVault_1.sol,^0.8.9,0.8.9,
Random_4.sol,=0.8.4,0.8.4,
ReserveLogic_2.sol,0.8.7,0.8.7,
InteractiveCrowdsaleTestContract_1.sol,^0.4.18,0.4.18,
Livepeer_1.sol,^0.8.0,0.8.0,
PlasmaFramework_18.sol,0.5.11,0.5.11,
AddressResolver_53.sol,^0.5.16,0.5.16,
AddressResolver_47.sol,^0.5.16,0.5.16,
BMath_1.sol,0.5.12,0.5.12,
AddressResolver_46.sol,^0.5.16,0.5.16,
AddressResolver_52.sol,^0.5.16,0.5.16,
MerchantSubscription_1.sol,^0.4.11,0.4.11,
ReserveLogic_3.sol,0.8.7,0.8.7,
Random_5.sol,=0.8.4,0.8.4,
UserConfiguration_17.sol,0.8.7,0.8.7,
MarginCalculator_6.sol,^0.6.0,0.6.0,
Units_98.sol,^0.8.0,0.8.0,
Units_73.sol,^0.8.0,0.8.0,
OtokenFactory_1.sol,=0.6.10,0.6.10,
UniswapV3Pool_3.sol,>=0.5.0,0.5.0,
Units_67.sol,^0.8.0,0.8.0,
ACOToken_1.sol,^0.6.6,0.6.6,
FraxPool_23.sol,0.6.11,0.6.11,
PlasmaFramework_9.sol,0.5.11,0.5.11,
FraxPool_37.sol,0.6.11,0.6.11,
FraxPool_113.sol,0.6.11,0.6.11,
FraxPool_107.sol,0.6.11,0.6.11,
TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6_1.sol,^0.5.0,0.5.0,
LendingPair_2.sol,0.6.12,0.6.12,
OpenOracleData_1.sol,^0.5.12,0.5.12,
Units_102.sol,^0.8.0,0.8.0,
claimToken_2.sol,0.8.10,0.8.10,
Units_2.sol,^0.8.0,0.8.0,
VToken_19.sol,^0.5.16,0.5.16,
VaultBaseUpgradeable_2.sol,^0.8.0,0.8.0,
UserConfiguration_4.sol,0.8.7,0.8.7,
TimeHelpers_18.sol,^0.4.24,0.4.24,
UserConfiguration_6.sol,0.8.7,0.8.7,
VToken_2.sol,^0.5.16,0.5.16,
Units_100.sol,^0.8.0,0.8.0,
GnosisSafe_2.sol,^0.5.0,0.5.0,
FraxPool_139.sol,0.6.11,0.6.11,
FraxPool_111.sol,0.6.11,0.6.11,
FraxPool_105.sol,0.6.11,0.6.11,
FraxPool_21.sol,0.6.11,0.6.11,
ACOToken_3.sol,^0.6.6,0.6.6,
FraxPool_35.sol,0.6.11,0.6.11,
Units_59.sol,^0.8.0,0.8.0,
Units_71.sol,^0.8.0,0.8.0,
Units_65.sol,^0.8.0,0.8.0,
UniswapV3Pool_1.sol,>=0.5.0,0.5.0,
MarginCalculator_4.sol,^0.6.0,0.6.0,
UserConfiguration_15.sol,0.8.7,0.8.7,
StorageUtils_1.sol,0.8.9,0.8.9,
ReserveLogic_1.sol,0.8.7,0.8.7,
Livepeer_2.sol,^0.8.0,0.8.0,
AddressResolver_44.sol,^0.5.16,0.5.16,
AddressResolver_50.sol,^0.5.16,0.5.16,
AddressResolver_51.sol,^0.5.16,0.5.16,
StateUtils_1.sol,0.8.2,0.8.2,
BMath_2.sol,0.5.12,0.5.12,
AddressResolver_45.sol,^0.5.16,0.5.16,
DutchCrowdsaleIdx_1.sol,^0.4.23,0.4.23,
strategy-curve-scrv-v3_1_1.sol,^0.6.2,0.6.2,
MarginCalculator_5.sol,^0.6.0,0.6.0,
UserConfiguration_14.sol,0.8.7,0.8.7,
Units_64.sol,^0.8.0,0.8.0,
Units_70.sol,^0.8.0,0.8.0,
Units_58.sol,^0.8.0,0.8.0,
FraxPool_34.sol,0.6.11,0.6.11,
ACOToken_2.sol,^0.6.6,0.6.6,
FraxPool_20.sol,0.6.11,0.6.11,
FraxPool_104.sol,0.6.11,0.6.11,
FraxPool_110.sol,0.6.11,0.6.11,
WaultSwapRouter0xD48745E39BbED146eEC15b79cBF964884F9877c2_1.sol,=0.6.6,0.6.6,
FraxPool_138.sol,0.6.11,0.6.11,
LendingPair_1.sol,0.6.12,0.6.12,
GnosisSafe_3.sol,^0.5.0,0.5.0,
ZrxAllowlist_1.sol,^0.7.0,0.7.0,
JoinSplit_1.sol,>=0.5.0 <0.6.0,0.5.0,
Units_101.sol,^0.8.0,0.8.0,
VToken_3.sol,^0.5.16,0.5.16,
claimToken_1.sol,0.8.10,0.8.10,
Units_1.sol,^0.8.0,0.8.0,
HomeBridgeNativeToErc_1.sol,0.4.24,0.4.24,
UserConfiguration_7.sol,0.8.7,0.8.7,
VaultBaseUpgradeable_1.sol,^0.8.0,0.8.0,
